customer_id,customer_name,email,registration_date,customer_type
CUST0088,Reyansh Mutti,wasonqasim@example.org,2023-12-03,REGULAR
CUST0089,Aradhana Vohra,harish34@example.org,2024-07-14,REGULAR
CUST0090,Chasmum Atwal,anushabath@example.org,2025-05-09,REGULAR
CUST0091,Jonathan Swaminathan,arorabhavani@example.com,2025-01-13,REGULAR
CUST0092,Harini Gour,krishnanvanya@example.org,2023-04-12,REGULAR
CUST0093,Vyanjana Borah,doshimanthan@example.net,2024-04-16,PREMIUM
CUST0094,Yuvraj Dani,xkara@example.net,2024-08-13,REGULAR
CUST0095,Saanvi Mishra,kmody@example.net,2023-04-04,REGULAR
CUST0096,Sarthak Kakar,finn23@example.org,2025-05-07,REGULAR
CUST0097,Naksh Agate,sseshadri@example.net,2024-12-30,VIP
CUST0098,Bachittar Kata,barkha71@example.net,2023-12-29,REGULAR
CUST0099,Rudra Sandal,karmanthan@example.com,2023-08-09,VIP
CUST0100,Darpan Gandhi,bhavya71@example.com,2025-12-05,PREMIUM
CUST0101,Neha Magar,fsarma@example.net,2023-03-03,REGULAR
CUST0102,Ekantika Krishna,chandveer@example.net,2025-06-12,PREMIUM
CUST0103,Amruta Baria,upmavenkataraman@example.net,2024-11-17,REGULAR
CUST0104,Pratyush Sarin,echand@example.com,2024-09-26,REGULAR
CUST0105,Ekani Cheema,forumsabharwal@example.net,2025-02-08,REGULAR
CUST0106,Nandini Bansal,uchakrabarti@example.com,2024-05-17,REGULAR
CUST0107,Netra Varkey,shereodika@example.org,2023-10-19,REGULAR
CUST0108,Wishi Sathe,janiamara@example.net,2023-07-23,REGULAR
CUST0109,Raksha Sundaram,balakrishnanwriddhish@example.net,2023-09-04,REGULAR
CUST0110,Akshay Reddy,karishaan@example.com,2023-07-02,VIP
CUST0111,Wishi Manne,ojasvi77@example.org,2024-12-10,PREMIUM
CUST0112,Leela Halder,ekarajmajumdar@example.com,2024-06-11,REGULAR
CUST0113,Aarnav Mandal,vrishti27@example.net,2025-01-22,REGULAR
CUST0114,Gaurangi Purohit,mnagy@example.net,2024-01-06,REGULAR
CUST0115,Vivaan Roy,nadkarniurvashi@example.net,2024-08-15,VIP
CUST0116,Max Tandon,dateyadavi@example.net,2024-05-30,PREMIUM
CUST0117,Ria Chaudhry,uaurora@example.org,2024-09-28,REGULAR
CUST0118,Falan Singh,hamsini96@example.net,2023-05-05,REGULAR
CUST0119,Lajita Nadig,nbanik@example.org,2023-12-31,REGULAR
CUST0120,Utkarsh Chana,wchaudhari@example.net,2025-12-29,REGULAR
CUST0121,Sachi Ganesan,ayush05@example.org,2024-03-31,PREMIUM
CUST0122,Kavya Sankar,yashwali@example.com,2025-05-29,REGULAR
CUST0123,Onkar Gill,rajawridesh@example.com,2025-06-24,PREMIUM
CUST0124,Vincent Shenoy,tripti40@example.com,2024-03-22,REGULAR
CUST0125,Ethan Sathe,chandani64@example.com,2024-04-14,REGULAR
CUST0126,Leena Subramanian,khalsalakshmi@example.net,2024-07-11,REGULAR
CUST0127,Chakrika Bains,amaharaj@example.net,2025-12-01,REGULAR
CUST0128,Watika Mangat,indirakanda@example.net,2023-10-23,VIP
CUST0129,Laksh Chatterjee,moreridhi@example.org,2025-06-19,PREMIUM
CUST0130,Karan Chana,eta62@example.org,2023-07-25,PREMIUM
CUST0131,Yachana Mahajan,aarinisubramaniam@example.com,2024-06-10,REGULAR
CUST0132,Upadhriti Borra,upkaarranganathan@example.net,2024-07-22,REGULAR
CUST0133,Megha Atwal,jatin75@example.net,2025-11-10,PREMIUM
CUST0134,Lakshmi Prabhu,kaururishilla@example.org,2025-08-20,VIP
CUST0135,Timothy Bhatnagar,pmittal@example.com,2023-07-01,REGULAR
CUST0136,Chakradev Barad,waida11@example.org,2025-04-15,REGULAR
CUST0137,Lipika Setty,oni92@example.com,2025-10-14,REGULAR
CUST0138,Vrishti Reddy,bachittar53@example.com,2024-11-21,PREMIUM
CUST0139,Janani Chaudhary,jagrati06@example.com,2023-10-22,PREMIUM
CUST0140,Suhani Chand,anshbedi@example.com,2024-01-14,REGULAR
CUST0141,Samesh Biswas,tarakkaul@example.com,2023-08-18,REGULAR
CUST0142,Aradhana Dhillon,zashilghosh@example.org,2025-10-23,REGULAR
CUST0143,Karan Aurora,wazir95@example.org,2023-09-28,REGULAR
CUST0144,Charles Date,hvora@example.net,2023-04-09,PREMIUM
CUST0145,Saumya Pathak,sethyahvi@example.org,2025-08-13,REGULAR
CUST0146,Charvi Shanker,bhatvarenya@example.com,2024-10-24,REGULAR
CUST0147,Vritti Sawhney,buchekanta@example.net,2023-08-19,REGULAR
CUST0148,Jonathan Maharaj,lakshmi98@example.com,2024-12-05,PREMIUM
CUST0149,Hardik Contractor,qushiseth@example.org,2024-10-04,REGULAR
CUST0150,Sudiksha Rastogi,uchandran@example.com,2024-04-30,REGULAR
CUST0151,Kavya Dua,fbhavsar@example.org,2023-05-25,VIP
CUST0152,Gopal Pradhan,darpannarayan@example.net,2023-07-09,REGULAR
CUST0153,Irya Sampath,cust0153@example.com,2023-06-10,REGULAR
CUST0154,Mohammed Subramaniam,hritikpalla@example.net,2024-07-24,REGULAR
CUST0155,Arya Kara,mbal@example.net,2025-12-13,REGULAR
CUST0156,Ayush Gole,dayamai55@example.org,2023-10-09,REGULAR
CUST0157,Nandini Boase,azaanchand@example.net,2025-04-04,REGULAR
CUST0158,Krisha Saini,kom@example.com,2024-04-29,REGULAR
CUST0159,Frado Ben,nakulbawa@example.net,2023-05-07,REGULAR
CUST0160,Saanvi Samra,asathe@example.com,2023-12-01,REGULAR
CUST0161,Hemani Sani,mandervidhi@example.net,2025-11-02,REGULAR
CUST0162,Chakradev Kannan,abhakta@example.org,2024-04-13,REGULAR
CUST0163,Laksh Kumer,falak10@example.com,2024-10-30,REGULAR
CUST0164,Kai Rai,xitipandya@example.org,2024-09-08,VIP
CUST0165,Rajata Bahl,ubrahmbhatt@example.net,2024-10-28,PREMIUM
CUST0166,Omisha Mann,ravelansh@example.com,2023-09-24,REGULAR
CUST0167,Janaki Chakrabarti,pcherian@example.com,2025-07-03,REGULAR
CUST0168,Farhan Randhawa,harinakshi35@example.org,2023-04-29,REGULAR
CUST0169,Yashvi Hari,indali23@example.org,2023-08-16,REGULAR
CUST0170,Rudra Ghose,faqidgoel@example.net,2025-02-06,REGULAR
CUST0171,Saumya Naidu,matthew71@example.com,2024-11-17,VIP
CUST0172,Anvi Bhalla,yashica14@example.com,2024-12-03,REGULAR
CUST0173,Dakshesh Pillay,faraj19@example.net,2025-02-26,REGULAR
CUST0174,Turvi Barman,uguha@example.net,2025-01-08,PREMIUM
CUST0175,David Seshadri,ozafrado@example.net,2025-09-30,PREMIUM
CUST0176,Balveer Kota,hsarna@example.net,2025-08-05,REGULAR
CUST0177,Januja Pradhan,lila65@example.net,2025-07-17,REGULAR
CUST0178,Gaurika Bhatti,girindra86@example.com,2024-01-27,REGULAR
CUST0179,Gauri Bumb,inayamukherjee@example.net,2025-12-21,REGULAR
CUST0180,Kai Chad,krisha52@example.net,2025-12-27,REGULAR
CUST0181,Pallavi Trivedi,andrew54@example.org,2023-11-29,PREMIUM
CUST0182,Vedika Handa,lakshdubey@example.org,2024-04-04,REGULAR
CUST0183,Yashica Zacharia,nayarkaran@example.net,2024-08-08,VIP
CUST0184,Nicholas Golla,rakshabassi@example.com,2024-07-19,REGULAR
CUST0185,Sachi Mane,ikaur@example.org,2024-04-25,REGULAR
CUST0186,Rishi Pillai,xshenoy@example.com,2024-08-16,REGULAR
CUST0187,Neel Iyengar,zashilben@example.net,2025-01-16,PREMIUM
CUST0188,Harshil Varty,manefiyaz@example.org,2024-02-28,REGULAR
CUST0189,Yochana Din,ochand@example.com,2024-06-27,REGULAR
CUST0190,Oeshi Bera,xthakkar@example.org,2024-08-22,REGULAR
CUST0191,Kavya Kapur,nagarhardik@example.net,2025-10-06,REGULAR
CUST0192,Madhav Devan,mangaturmi@example.net,2023-08-04,REGULAR
CUST0193,Saumya Ahluwalia,bahlaahana@example.org,2023-08-21,REGULAR
CUST0194,Indrajit Mani,charvidara@example.org,2024-01-06,VIP
CUST0195,Tanvi Bhatnagar,tataamol@example.net,2025-03-11,REGULAR
CUST0196,Maanas Manne,nagarwal@example.com,2024-01-09,PREMIUM
CUST0197,Rachit Chada,ekansh88@example.net,2025-02-27,REGULAR
CUST0198,Madhavi Singhal,ramkashvi@example.com,2023-01-26,REGULAR
CUST0199,Ekansh Pai,hemangnatarajan@example.org,2023-03-10,VIP
CUST0200,Hamsini Gill,osrinivas@example.org,2023-07-29,PREMIUM
CUST0201,Tanvi Bansal,saksham03@example.org,2024-05-05,VIP
CUST0202,Yutika Rao,ckulkarni@example.net,2023-10-24,VIP
CUST0203,Ishanvi Batta,anjali15@example.com,2024-09-13,PREMIUM
CUST0204,Libni Nori,watikatank@example.com,2025-03-17,REGULAR
CUST0205,Fitan Samra,sanipranit@example.net,2024-04-01,REGULAR
CUST0206,Harshil Buch,chakrika47@example.net,2024-10-23,REGULAR
CUST0207,Sachi Panchal,ubasak@example.com,2025-08-13,REGULAR
CUST0208,Anvi Bhandari,ravijanuja@example.net,2025-11-21,REGULAR
CUST0209,Azaan Dhar,ibanerjee@example.org,2024-01-02,REGULAR
CUST0210,Janaki Rajagopal,dubeshivani@example.com,2024-07-31,VIP
CUST0211,Faraj Devan,mitali54@example.org,2023-06-26,REGULAR
CUST0212,Quincy Tata,qdalal@example.com,2025-12-29,PREMIUM
CUST0213,Tanish Mangal,hiyengar@example.org,2023-04-26,REGULAR
CUST0214,Orinder Saxena,nagarajanidika@example.net,2023-04-11,REGULAR
CUST0215,Charita Dugar,janakitrivedi@example.org,2023-07-08,VIP
CUST0216,Liam Khalsa,xbal@example.net,2025-06-08,VIP
CUST0217,Unni Dayal,bhattidayamai@example.com,2025-01-13,REGULAR
CUST0218,Nimrat Borah,edhithaborah@example.com,2024-12-24,PREMIUM
CUST0219,Kabir Gopal,rachitathakkar@example.org,2023-07-12,REGULAR
CUST0220,Daksha Gala,ekantikakar@example.com,2025-03-17,REGULAR
CUST0221,Farhan Krishna,anvidass@example.net,2024-04-15,VIP
CUST0222,Yadavi Ganguly,onveernazareth@example.net,2023-03-05,REGULAR
CUST0223,Finn Bath,shivansh96@example.net,2025-09-19,REGULAR
CUST0224,Widisha Mann,vasudha36@example.com,2024-12-05,PREMIUM
CUST0225,Darpan Dugar,esagar@example.com,2023-11-13,REGULAR
CUST0226,Maanas Munshi,hemani62@example.com,2025-03-10,REGULAR
CUST0227,Eiravati Khurana,rdas@example.com,2024-01-21,REGULAR
CUST0228,Gunbir Bedi,leena96@example.org,2023-09-06,PREMIUM
CUST0229,Dhriti Gupta,wishivarma@example.com,2025-02-13,REGULAR
CUST0230,Widisha Bajaj,ramaswamyyashasvi@example.com,2024-01-09,VIP
CUST0231,Ira Bava,mandawarda@example.net,2025-10-13,REGULAR
CUST0232,Bhavika Yadav,chokshiraagini@example.org,2024-02-15,REGULAR
CUST0233,Neha Pau,rattancharan@example.net,2025-05-22,REGULAR
CUST0234,Janani Mani,rajuyamini@example.com,2025-05-04,REGULAR
CUST0235,Jagat Dave,rameshkashvi@example.com,2025-05-16,REGULAR
CUST0236,Maanas Issac,ctella@example.org,2023-03-02,REGULAR
CUST0237,Gauri Som,mdixit@example.net,2023-08-06,PREMIUM
CUST0238,Eiravati Gaba,lmistry@example.com,2025-02-27,REGULAR
CUST0239,Chandani Soman,pillaygarima@example.net,2023-06-20,REGULAR
CUST0240,Darika Bala,planka@example.net,2025-06-16,REGULAR
CUST0241,Charan Srinivasan,lajitadivan@example.net,2024-01-12,REGULAR
CUST0242,Imaran Halder,sastrydipta@example.com,2023-08-24,REGULAR
CUST0243,Samar Roy,tbhatia@example.org,2025-03-16,REGULAR
CUST0244,Ekta Sridhar,lmurthy@example.com,2025-04-08,VIP
CUST0245,Irya Lalla,phanda@example.com,2025-05-16,REGULAR
CUST0246,Umang Mishra,sarthak75@example.com,2024-06-25,PREMIUM
CUST0247,Bhavna Dara,wrana@example.org,2024-03-27,REGULAR
CUST0248,Bhavna Brar,riya47@example.org,2023-11-10,REGULAR
CUST0249,Anita Devan,khatrixavier@example.org,2025-11-06,REGULAR
CUST0250,Viraj Ben,sachdevganga@example.net,2025-01-03,REGULAR
CUST0251,Laksh Ahluwalia,niharikasoni@example.com,2025-10-07,REGULAR
CUST0252,Bhavna Nagi,daniel19@example.org,2025-04-11,PREMIUM
CUST0253,Parth Sahni,balhaarranganathan@example.com,2023-10-17,REGULAR
CUST0254,Baljiwan Andra,hredhaan54@example.com,2025-09-23,REGULAR
CUST0255,Krish Thaman,mmahajan@example.org,2024-05-28,VIP
CUST0256,Tara Kurian,akshaynazareth@example.com,2025-06-01,VIP
CUST0257,Parth Ravi,uvarma@example.org,2024-09-14,REGULAR
CUST0258,Qasim Dey,pnaik@example.org,2024-02-10,REGULAR
CUST0259,Warinder Sekhon,forum49@example.net,2025-06-08,REGULAR
CUST0260,Advika Parsa,daviddani@example.com,2024-04-21,VIP
CUST0261,Nidra Thakkar,jacob45@example.net,2023-12-10,PREMIUM
CUST0262,Kiaan Sridhar,suhaniprakash@example.com,2025-12-26,PREMIUM
CUST0263,Tejas Kota,vorasanya@example.net,2025-12-29,REGULAR
CUST0264,Faras Choudhury,tiwarisamaksh@example.net,2025-04-13,REGULAR
CUST0265,Nitesh Narang,rdada@example.org,2025-06-24,PREMIUM
CUST0266,Gavin Uppal,dbhakta@example.org,2025-03-08,PREMIUM
CUST0267,Tanmayi Bhardwaj,umorar@example.org,2024-09-07,REGULAR
CUST0268,Aarush Kamdar,bathpallavi@example.com,2025-12-24,VIP
CUST0269,Darpan Biswas,sbalay@example.com,2023-10-07,REGULAR
CUST0270,Osha Prasad,ysen@example.com,2023-05-05,REGULAR
CUST0271,Ijaya Dani,mayawadhwa@example.org,2023-12-12,PREMIUM
CUST0272,Arin Misra,isamra@example.com,2023-12-23,REGULAR
CUST0273,Triveni Pal,anyagulati@example.net,2023-06-25,REGULAR
CUST0274,Oni Babu,samuelbhavsar@example.org,2025-07-11,VIP
CUST0275,Sanya Bava,chaitanyaratti@example.com,2023-12-31,REGULAR
CUST0276,Daksh Dey,vivaan95@example.net,2025-07-17,REGULAR
CUST0277,Warjas Mittal,timothysachdev@example.com,2024-03-03,REGULAR
CUST0278,Parth Sane,wbatta@example.net,2025-11-08,REGULAR
CUST0279,Eiravati Saha,tdixit@example.com,2023-10-13,REGULAR
CUST0280,Wridesh Kar,maanas70@example.net,2024-10-03,REGULAR
CUST0281,Krish Rama,aadhyajani@example.com,2025-10-01,PREMIUM
CUST0282,Shivani Prabhakar,wasonrayaan@example.org,2024-02-22,REGULAR
CUST0283,Balveer Bora,teerthsrinivas@example.org,2024-06-01,REGULAR
CUST0284,Alexander Kakar,jacobsrinivas@example.org,2025-12-16,REGULAR
CUST0285,Mekhala Khatri,barkha67@example.net,2025-10-04,REGULAR
CUST0286,Darika Lal,yochana77@example.org,2024-12-30,VIP
CUST0287,Samar Prabhakar,odika09@example.org,2023-08-15,PREMIUM
CUST0288,Advika Sahni,michael35@example.org,2024-08-13,REGULAR
CUST0289,Xalak Nazareth,vrinda77@example.org,2024-07-01,REGULAR
CUST0290,Logan Suresh,cust0290@example.com,2023-04-26,REGULAR
CUST0291,Abeer Sachar,vihaanbir@example.net,2023-08-23,REGULAR
CUST0292,Tejas Tiwari,dprakash@example.net,2025-09-17,PREMIUM
CUST0293,Vinaya Babu,walinisha@example.org,2023-01-26,REGULAR
CUST0294,Bhavini Badal,ggola@example.org,2025-03-25,REGULAR
CUST0295,Wridesh Handa,irya46@example.org,2024-08-02,PREMIUM
CUST0296,Tripti Kohli,charitabuch@example.net,2025-10-06,REGULAR
CUST0297,Girik Ravi,jpurohit@example.com,2023-03-29,REGULAR
CUST0298,Onveer Butala,psaraf@example.com,2025-05-29,REGULAR
CUST0299,Brijesh Karpe,vaishnavimadan@example.org,2023-04-26,REGULAR
CUST0300,Bachittar Gola,amol39@example.org,2024-09-10,PREMIUM
CUST0301,Chandani Gaba,lopazachariah@example.com,2024-08-19,VIP
CUST0302,Farhan Tella,chatresh16@example.org,2023-04-29,REGULAR
CUST0303,Mekhala Narain,mahajanshravya@example.com,2023-12-21,PREMIUM
CUST0304,Keya Sankaran,lajitachada@example.net,2024-04-03,REGULAR
CUST0305,Ethan Butala,mitesh62@example.net,2024-08-28,REGULAR
CUST0306,Jalsa Chhabra,cust0306@example.com,2024-07-13,REGULAR
CUST0307,Harsh Deo,groverraagini@example.com,2025-05-15,REGULAR
CUST0308,Harshil Bal,pandyagirik@example.net,2025-07-18,PREMIUM
CUST0309,Lekha Arora,odika61@example.net,2025-05-19,PREMIUM
CUST0310,Omkaar Rai,liamluthra@example.com,2024-02-21,PREMIUM
CUST0311,Madhav Bhatnagar,radhikamajumdar@example.com,2024-04-10,PREMIUM
CUST0312,Faraj Patel,yatin79@example.net,2023-10-31,REGULAR
CUST0313,Hredhaan Deshmukh,abeer65@example.net,2024-08-13,REGULAR
CUST0314,Ria Natt,tdeshpande@example.com,2025-07-26,REGULAR
CUST0315,Varenya Murthy,mitalinagar@example.com,2025-12-15,PREMIUM
CUST0316,Xavier Nanda,ymand@example.com,2024-07-21,PREMIUM
CUST0317,Ryan Gole,shenoyshaurya@example.com,2024-03-28,REGULAR
CUST0318,Nilima Tata,chavvikhurana@example.com,2025-10-20,REGULAR
CUST0319,Pallavi Purohit,senvarenya@example.net,2024-09-14,REGULAR
CUST0320,Balhaar Parsa,choprayuvraj@example.net,2025-10-29,VIP
CUST0321,Ojas Basu,ynarula@example.com,2023-06-14,PREMIUM
CUST0322,Guneet Kuruvilla,yashvivenkataraman@example.net,2025-06-20,VIP
CUST0323,Sanaya Prasad,xsheth@example.net,2025-07-03,PREMIUM
CUST0324,Hemani Bakshi,scheema@example.com,2023-05-14,PREMIUM
CUST0325,Lucky Pall,hemal73@example.net,2025-01-20,REGULAR
CUST0326,Vamakshi Chatterjee,usethi@example.org,2024-04-11,PREMIUM
CUST0327,Ishwar Bajaj,ikbal23@example.net,2023-09-29,REGULAR
CUST0328,Ganga Sandhu,zkata@example.com,2025-09-05,VIP
CUST0329,Quincy Sankaran,vbalakrishnan@example.net,2023-11-03,PREMIUM
CUST0330,Pushti Ramachandran,kalasamesh@example.com,2025-12-29,PREMIUM
CUST0331,Harsh Yadav,jasmitnanda@example.org,2024-12-11,PREMIUM
CUST0332,Adweta Suri,lipika96@example.net,2023-06-27,REGULAR
CUST0333,Indira Shankar,chamelichad@example.net,2023-07-28,PREMIUM
CUST0334,Jacob Khare,jackson25@example.net,2023-08-08,REGULAR
CUST0335,Omya Devi,lsampath@example.com,2025-09-14,PREMIUM
CUST0336,Ojas Suri,logan25@example.com,2025-08-20,PREMIUM
CUST0337,Jagrati Andra,mdeshpande@example.com,2025-05-22,REGULAR
CUST0338,Nilima Swamy,fsawhney@example.org,2023-05-09,PREMIUM
CUST0339,Thomas Master,maharajumang@example.net,2024-03-24,REGULAR
CUST0340,Tanvi Tandon,comaramrita@example.net,2024-07-23,REGULAR
CUST0341,Ridhi Kamdar,cust0341@example.com,2024-01-20,PREMIUM
CUST0342,Bachittar Sengupta,ijaya17@example.org,2024-01-04,REGULAR
CUST0343,Indali Sangha,liamjhaveri@example.org,2023-04-03,REGULAR
CUST0344,Avni Yohannan,ekiyamaster@example.com,2025-06-08,REGULAR
CUST0345,Yoshita Chandran,nishabhargava@example.com,2025-10-15,REGULAR
CUST0346,Kevin Krish,ekantakota@example.net,2024-09-02,PREMIUM
CUST0347,Lucky Luthra,cprashad@example.org,2025-09-11,VIP
CUST0348,Neha Varma,jyoti77@example.com,2025-06-23,REGULAR
CUST0349,Girik Shanker,dev86@example.org,2024-10-29,REGULAR
CUST0350,Warda Loyal,bhanumati58@example.net,2023-07-22,REGULAR
CUST0351,Hemal Bava,chaudharytripti@example.org,2023-07-12,VIP
CUST0352,Ridhi Shan,sanghasamaksh@example.net,2023-07-24,REGULAR
CUST0353,Nathan Mahal,patelzashil@example.org,2024-07-31,VIP
CUST0354,Charles Randhawa,cust0354@example.com,2023-05-28,REGULAR
CUST0355,Tanay Sood,deoupkaar@example.net,2025-11-22,VIP
CUST0356,Aditya Anand,jai62@example.com,2023-04-21,REGULAR
CUST0357,Leela Chakraborty,chauhandhriti@example.com,2024-04-09,VIP
CUST0358,Lavanya Deol,ekapadwali@example.net,2023-01-14,REGULAR
CUST0359,Ria Panchal,maxsabharwal@example.net,2025-12-02,REGULAR
CUST0360,Teerth Chadha,deyjatin@example.net,2024-08-19,REGULAR
CUST0361,Pushti Murty,yugmalhotra@example.net,2023-05-11,PREMIUM
CUST0362,Bhavani Bala,samesh89@example.net,2023-10-21,REGULAR
CUST0363,Chakrika Bhagat,wardaraju@example.org,2024-01-10,REGULAR
CUST0364,Ekavir Wable,pateledhitha@example.org,2024-08-23,REGULAR
CUST0365,Jasmit Gera,bbora@example.net,2023-04-15,REGULAR
CUST0366,Adweta Kale,bhasinmitali@example.net,2024-03-21,REGULAR
CUST0367,Pallavi Ratti,yadavmichael@example.com,2023-05-10,REGULAR
